task_dir,episode_index,replan_index,sampling_seed,requested_relation,imagined_requested,reliable_future_frames,requested_future_frames,execution_end_step,executed_relation,executed_requested,execution_geometry_source,quadrant,chunk_dir
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,0,10,6100010,left,,1,1,340,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_000/chunk_010
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,0,6101000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,1,6101001,left,False,4,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,2,6101002,left,,1,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,3,6101003,left,,0,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,4,6101004,left,,1,1,159,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,5,6101005,left,,2,1,191,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,6,6101006,left,,2,1,223,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,7,6101007,left,,1,0,255,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,8,6101008,left,,0,0,287,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_008
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,9,6101009,left,,1,1,319,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_009
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,1,10,6101010,left,,0,0,345,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_010
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,0,6102000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,1,6102001,left,,1,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,2,6102002,left,,1,1,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,3,6102003,left,False,3,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,4,6102004,left,,1,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,5,6102005,left,,1,1,191,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,6,6102006,left,False,2,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,7,6102007,left,False,2,0,255,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,8,6102008,left,,1,0,287,right,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_008
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,9,6102009,left,False,2,0,319,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_009
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,10,6102010,left,,3,1,351,right,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_010
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,11,6102011,left,False,3,0,383,right,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_011
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,12,6102012,left,,0,0,415,right,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_012
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,13,6102013,left,False,3,0,447,right,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_013
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,2,14,6102014,left,False,2,0,449,right,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_014
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,0,6103000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,1,6103001,left,False,2,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,2,6103002,left,,1,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,3,6103003,left,,1,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,4,6103004,left,False,3,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,5,6103005,left,,2,1,191,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,6,6103006,left,False,4,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,3,7,6103007,left,,0,0,238,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,0,6104000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,1,6104001,left,False,3,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,2,6104002,left,,0,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,3,6104003,left,False,2,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,4,6104004,left,False,2,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,5,6104005,left,False,2,0,191,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,6,6104006,left,,1,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,7,6104007,left,,0,0,255,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,8,6104008,left,,0,0,287,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_008
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,9,6104009,left,,1,0,319,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_009
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,10,6104010,left,False,2,0,351,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_010
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,11,6104011,left,False,3,0,383,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_011
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,12,6104012,left,,1,0,415,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_012
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,13,6104013,left,,0,0,447,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_013
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,4,14,6104014,left,False,2,0,449,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_014
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,0,6105000,left,False,3,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,1,6105001,left,False,2,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,2,6105002,left,,1,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,3,6105003,left,False,3,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,4,6105004,left,,0,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,5,6105005,left,False,4,0,191,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,6,6105006,left,,1,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,5,7,6105007,left,,0,0,246,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,0,6106000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,1,6106001,left,False,4,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,2,6106002,left,,1,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,3,6106003,left,False,2,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,4,6106004,left,,1,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,5,6106005,left,False,3,0,191,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,6,6106006,left,False,2,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,7,6106007,left,False,2,0,255,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,8,6106008,left,False,3,0,287,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_008
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,9,6106009,left,,1,0,319,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_009
/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask,6,10,6106010,left,,0,0,351,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_010
