episode_id,family,policy_id,block_id,goal,scenario,accepted_valid,success,failure_stage,failure_label,trigger_eligible,event_delivered,event_observed,motion_truncated_by_release,intervention_exposure_label
online_correction_v4-C7-b002-63ee7f10790c8629,C7,cosmos3_nano_droid,2,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-645454dd2fd4115d,C7,cosmos3_nano_droid,2,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-720c173bba15de57,C7,cosmos3_nano_droid,2,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-7beb190fb941b162,C7,cosmos3_nano_droid,2,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-c8b699c207f6fb5d,C7,cosmos3_nano_droid,2,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-d03651e6900234bf,C7,cosmos3_nano_droid,2,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-d213a500be3a656a,C7,cosmos3_nano_droid,2,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-d5bcf60fec46a4cb,C7,cosmos3_nano_droid,2,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b002-e6a179864b89a264,C7,cosmos3_nano_droid,2,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-000f246c9a0cd20e,C7,cosmos3_nano_droid,3,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-16fc1138b338e280,C7,cosmos3_nano_droid,3,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-29c1445b368706c1,C7,cosmos3_nano_droid,3,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-30ab094d19fd13cf,C7,cosmos3_nano_droid,3,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-3c5687743bb17801,C7,cosmos3_nano_droid,3,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-8b6fcdec62f503cf,C7,cosmos3_nano_droid,3,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-9566bd7dfb261849,C7,cosmos3_nano_droid,3,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-ab67cbbe96539bcd,C7,cosmos3_nano_droid,3,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-c4530f6af03f9120,C7,cosmos3_nano_droid,3,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-c5ca38e8634cc777,C7,cosmos3_nano_droid,3,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-cbb692a25d828131,C7,cosmos3_nano_droid,3,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b003-fb1ce69b5e4369c5,C7,cosmos3_nano_droid,3,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-11f6eee8acf105f2,C7,cosmos3_nano_droid,4,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-12f170fbce1d1136,C7,cosmos3_nano_droid,4,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-2dc5c646076b7734,C7,cosmos3_nano_droid,4,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-2ea551735b646d03,C7,cosmos3_nano_droid,4,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-2fd0c698e8b63d32,C7,cosmos3_nano_droid,4,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-37945d6300d12157,C7,cosmos3_nano_droid,4,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-3c561063b5ca236d,C7,cosmos3_nano_droid,4,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-5dd92ecad5813b2b,C7,cosmos3_nano_droid,4,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-97ea9e37f39c9edc,C7,cosmos3_nano_droid,4,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-b1d087be3e9547b2,C7,cosmos3_nano_droid,4,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-c67d559d8d32b862,C7,cosmos3_nano_droid,4,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b004-c9917ddfdf9903d3,C7,cosmos3_nano_droid,4,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-1c38ae9e89f7781b,C7,cosmos3_nano_droid,5,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-49c4bf47f147dfef,C7,cosmos3_nano_droid,5,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-6c0c8dfb32becc8b,C7,cosmos3_nano_droid,5,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-6fa43f76ff61c0e0,C7,cosmos3_nano_droid,5,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-706f88f436dfe87a,C7,cosmos3_nano_droid,5,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-88705cf10700b262,C7,cosmos3_nano_droid,5,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-bb36f5bad29a5482,C7,cosmos3_nano_droid,5,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-c0905c4f190e7178,C7,cosmos3_nano_droid,5,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-c54725f69a841c51,C7,cosmos3_nano_droid,5,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-d67da66cc1ff31c0,C7,cosmos3_nano_droid,5,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-e9bcf6992d55f55d,C7,cosmos3_nano_droid,5,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b005-ed45ace0bfbe31e8,C7,cosmos3_nano_droid,5,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-06fa78e79e1cafce,C7,cosmos3_nano_droid,6,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-0ea2d5bc4c66e38d,C7,cosmos3_nano_droid,6,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-114087e08af9da30,C7,cosmos3_nano_droid,6,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-12a40c2520d97ba2,C7,cosmos3_nano_droid,6,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-32a0da485a17a9ce,C7,cosmos3_nano_droid,6,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-4c48e2677692d6a8,C7,cosmos3_nano_droid,6,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-5853a8223c5f12c8,C7,cosmos3_nano_droid,6,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-5a495a641b34fff4,C7,cosmos3_nano_droid,6,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-614d6bba507ba6e3,C7,cosmos3_nano_droid,6,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-64914a052e6f1dbc,C7,cosmos3_nano_droid,6,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-bbfaf68dee266a5d,C7,cosmos3_nano_droid,6,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b006-d21402f6543fd66d,C7,cosmos3_nano_droid,6,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-0295b94be404b2aa,C7,cosmos3_nano_droid,7,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-19d2174b4b6c9a35,C7,cosmos3_nano_droid,7,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-3535643f8eacd794,C7,cosmos3_nano_droid,7,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-3e4fffaf42d453ae,C7,cosmos3_nano_droid,7,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-4aa9fe0f7ac78c50,C7,cosmos3_nano_droid,7,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-8d51b8fdfb216332,C7,cosmos3_nano_droid,7,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-917805b08314d507,C7,cosmos3_nano_droid,7,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-981ef88659c3738e,C7,cosmos3_nano_droid,7,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-c0fde7c336f16a52,C7,cosmos3_nano_droid,7,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-c2a0fcf4997da72f,C7,cosmos3_nano_droid,7,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-c4a0ad25352d93d4,C7,cosmos3_nano_droid,7,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b007-d97b832b98273438,C7,cosmos3_nano_droid,7,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-0bdf43336790cc69,C7,cosmos3_nano_droid,8,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-1e01d341d28a886b,C7,cosmos3_nano_droid,8,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-322b963bef827886,C7,cosmos3_nano_droid,8,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-3b32a7b7dc41e412,C7,cosmos3_nano_droid,8,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-679c34024ab1834b,C7,cosmos3_nano_droid,8,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-6eaba5e2036e376c,C7,cosmos3_nano_droid,8,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-92f4bd9672bd3f68,C7,cosmos3_nano_droid,8,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-b7f50bec4400a84a,C7,cosmos3_nano_droid,8,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-c96faadc6e9d8395,C7,cosmos3_nano_droid,8,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-d963825364ab3211,C7,cosmos3_nano_droid,8,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-e8cd03881b9fc8ff,C7,cosmos3_nano_droid,8,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b008-fcd72d47dc82d902,C7,cosmos3_nano_droid,8,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-0ae68f89438bbafb,C7,cosmos3_nano_droid,9,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-3a2315158dab1542,C7,cosmos3_nano_droid,9,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-4eb5236360e19d36,C7,cosmos3_nano_droid,9,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-6144bf387a9725e3,C7,cosmos3_nano_droid,9,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-655c8deaa124f242,C7,cosmos3_nano_droid,9,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-8f87ee8e9ffe544f,C7,cosmos3_nano_droid,9,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-9eca8c770c015354,C7,cosmos3_nano_droid,9,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-9fefd263ea417212,C7,cosmos3_nano_droid,9,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-afcc5ac32398fcb3,C7,cosmos3_nano_droid,9,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-d0494ffb149962bf,C7,cosmos3_nano_droid,9,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-eafda623e2784a12,C7,cosmos3_nano_droid,9,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b009-f0956ad6c054b8af,C7,cosmos3_nano_droid,9,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-111606b2636ddec1,C7,cosmos3_nano_droid,10,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-4b0ff1d4038e8acd,C7,cosmos3_nano_droid,10,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-5076ae4dcd46856e,C7,cosmos3_nano_droid,10,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-5f0cc1ea3a0b8ffb,C7,cosmos3_nano_droid,10,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-6e7329235b7f617f,C7,cosmos3_nano_droid,10,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-71ad5ae1bbeddb4c,C7,cosmos3_nano_droid,10,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-72825f0ec7c7fccd,C7,cosmos3_nano_droid,10,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-81121f1da0d9770d,C7,cosmos3_nano_droid,10,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-8e870d382e858562,C7,cosmos3_nano_droid,10,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-a06d43d4b48b0701,C7,cosmos3_nano_droid,10,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-c8ae9d2cfeaa0eb2,C7,cosmos3_nano_droid,10,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b010-d50e1137cc46fcfe,C7,cosmos3_nano_droid,10,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-0081e9bf9b0da756,C7,cosmos3_nano_droid,11,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-1f23ef86ba89f0b4,C7,cosmos3_nano_droid,11,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-576de2375cbe0efb,C7,cosmos3_nano_droid,11,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-597a5728f80b47e9,C7,cosmos3_nano_droid,11,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-74c65ef1dfda55c1,C7,cosmos3_nano_droid,11,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-848c4e976e8b34a5,C7,cosmos3_nano_droid,11,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-9fd5c4dd8d93bacf,C7,cosmos3_nano_droid,11,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-b2e8ff10ece980a3,C7,cosmos3_nano_droid,11,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-b68cdf72f4ecf9a4,C7,cosmos3_nano_droid,11,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-bce22745d7a10c9f,C7,cosmos3_nano_droid,11,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-e7916ccf7c90f40f,C7,cosmos3_nano_droid,11,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b011-fc648c5f7c6556d6,C7,cosmos3_nano_droid,11,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-0485cf8cd1e77e37,C7,cosmos3_nano_droid,12,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-19d5bdb3c070dad9,C7,cosmos3_nano_droid,12,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-1dab450bb90aa275,C7,cosmos3_nano_droid,12,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-321374ea028cb1a3,C7,cosmos3_nano_droid,12,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-58c50311b445e013,C7,cosmos3_nano_droid,12,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-9a61aca1074fdfb3,C7,cosmos3_nano_droid,12,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-9b20ab7468b48803,C7,cosmos3_nano_droid,12,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-b26ba4a1a7c14412,C7,cosmos3_nano_droid,12,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-b6650fd07a38aa77,C7,cosmos3_nano_droid,12,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-b7212b94090c046d,C7,cosmos3_nano_droid,12,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-d36cd841d25b4dad,C7,cosmos3_nano_droid,12,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b012-d6487477e28f26da,C7,cosmos3_nano_droid,12,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-0a2fdd4111441be7,C7,cosmos3_nano_droid,13,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-276f729c94c792d1,C7,cosmos3_nano_droid,13,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-5f57512690249ec2,C7,cosmos3_nano_droid,13,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-68a90a3617668770,C7,cosmos3_nano_droid,13,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-909921d47d506fc0,C7,cosmos3_nano_droid,13,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-9e1e7645136f48e2,C7,cosmos3_nano_droid,13,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-b3ea0eee1323ca62,C7,cosmos3_nano_droid,13,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-bb54e8a265bcc518,C7,cosmos3_nano_droid,13,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-cd1b401504ab1161,C7,cosmos3_nano_droid,13,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-cdf31409c882ea8d,C7,cosmos3_nano_droid,13,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-db65abe8fcd78c47,C7,cosmos3_nano_droid,13,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b013-e61112c05a43ce58,C7,cosmos3_nano_droid,13,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-13a7f77ea63926d7,C7,cosmos3_nano_droid,14,left,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-2bd1aeb11b3007d2,C7,cosmos3_nano_droid,14,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-2f5265a1db3e3d78,C7,cosmos3_nano_droid,14,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-663d72462fa216f2,C7,cosmos3_nano_droid,14,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-67c30a6e36035fe2,C7,cosmos3_nano_droid,14,left,move_stop,1,0,transport,transport_incomplete,0,0,0,0,
online_correction_v4-C7-b014-6fd5784c47735893,C7,cosmos3_nano_droid,14,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-734a4e45ae37f875,C7,cosmos3_nano_droid,14,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-9cd4aa406f48bfec,C7,cosmos3_nano_droid,14,front,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-b6de97f6320c1478,C7,cosmos3_nano_droid,14,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-c26db2ffd60ace4c,C7,cosmos3_nano_droid,14,front,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-de846b396b215c1a,C7,cosmos3_nano_droid,14,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b014-e625fe0241d46e64,C7,cosmos3_nano_droid,14,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-1d508aacd6ceb5a3,C7,cosmos3_nano_droid,15,left,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-27f9e4ad7b7cb201,C7,cosmos3_nano_droid,15,right,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-2b244dd37a7d7558,C7,cosmos3_nano_droid,15,left,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-43deb142e7505d54,C7,cosmos3_nano_droid,15,behind,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-5d3d7a20c96501ab,C7,cosmos3_nano_droid,15,right,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-6aca1250b53a04e2,C7,cosmos3_nano_droid,15,front,original_sham,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-83e035b2d6f1bd6f,C7,cosmos3_nano_droid,15,behind,move_stop,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-8f6cf004372c4e2c,C7,cosmos3_nano_droid,15,behind,destination_static,1,0,pickup,no_grasp,0,0,0,0,
online_correction_v4-C7-b015-91ec3086d86effe0,C7,cosmos3_nano_droid,15,right,destination_static,1,0,pickup,no_grasp,0,0,0,0,
