condition_id,model_id,model_class,wording,analysis_tier,controller,open_loop_horizon,direction,run,episode_seed,valid,binary_success,steps,correct_cube_interacted,first_interaction_step,correct_cube_grabbed,pickup_step,final_requested_relation,first_requested_relation_step,post_pick_relation_transition,paper_progression,relation_only_progression,strict_pick_then_place_progression,final_cube_minus_bowl_y_m,requested_signed_final_offset_m,initial_requested_relation,first_recorded_cube_centroid_m,first_recorded_bowl_centroid_m,relation_geometry_source,physical_initial_state_sha256,full_recorded_initial_state_sha256,raw_robolab_score,policy_inference_s,policy_inference_avg_ms,estimated_policy_requests,mean_policy_request_s,env_step_s,wall_total_s,hdf5_path,log_path
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,0,6100,True,False,450,True,63,True,63,False,,False,0.5,0.5,0.5,0.08694086968898773,-0.08694086968898773,False,"[0.292236328125, 0.1524658203125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.871,17.5,30,0.2623666666666667,78.067,85.938,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_0_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,1,6101,True,True,376,True,85,True,85,True,373,True,1.0,1.0,1.0,-0.05105241760611534,0.05105241760611534,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.443115234375, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,6.747,17.9,26,0.2595,63.68,70.427,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_1_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,2,6102,True,False,450,True,105,True,105,False,,False,0.5,0.5,0.5,0.14066636562347412,-0.14066636562347412,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1260986328125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.883,17.5,30,0.26276666666666665,77.672,85.555,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_2_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,3,6103,True,True,239,True,210,True,210,True,222,True,1.0,1.0,1.0,-0.2516511306166649,0.2516511306166649,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.443359375, 0.126220703125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,4.193,17.5,16,0.2620625,42.028,46.221,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_3_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,4,6104,True,True,353,True,198,True,198,True,323,True,1.0,1.0,1.0,-0.165491983294487,0.165491983294487,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.126708984375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,6.265,17.7,24,0.26104166666666667,61.955,68.221,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_4_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,5,6105,True,True,98,True,72,True,72,True,97,True,1.0,1.0,1.0,-0.10013151541352272,0.10013151541352272,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.443359375, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,1.793,18.3,7,0.2561428571428571,16.875,18.668,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_5_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,6,6106,True,True,89,True,73,True,73,True,83,True,1.0,1.0,1.0,-0.1849154755473137,0.1849154755473137,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,1.583,17.8,6,0.2638333333333333,15.072,16.654,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_6_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,7,6107,True,True,171,True,72,True,72,True,148,True,1.0,1.0,1.0,-0.16462017223238945,0.16462017223238945,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1260986328125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,3.107,18.2,12,0.2589166666666667,29.73,32.837,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_7.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_7_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,8,6108,True,True,302,True,282,True,282,True,301,True,1.0,1.0,1.0,-0.0939407991245389,0.0939407991245389,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1259765625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,5.427,18.0,21,0.2584285714285714,52.511,57.938,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_8.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_8_env0.json
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,static,15,right,9,6109,True,True,256,True,92,True,92,True,247,True,1.0,1.0,1.0,-0.19807177782058716,0.19807177782058716,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.443115234375, 0.1263427734375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,4.621,18.1,18,0.25672222222222224,43.772,48.393,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_9.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_9_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,0,6100,True,False,450,False,,False,,False,,False,0.0,0.0,0.0,-0.007380425930023193,-0.007380425930023193,False,"[0.292236328125, 0.1524658203125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.3333333432674408,7.952,17.7,30,0.2650666666666667,74.61,82.562,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_0_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,1,6101,True,False,450,False,,False,,False,,False,0.0,0.0,0.0,0.033628910779953,0.033628910779953,False,"[0.290771484375, 0.1544189453125, 0.07867431640625]","[0.443115234375, 0.1268310546875, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.3333333432674408,7.916,17.6,30,0.2638666666666667,74.639,82.555,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_1_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,2,6102,True,False,450,False,,False,,False,,False,0.0,0.0,0.0,2.8252601623535156e-05,2.8252601623535156e-05,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.3333333432674408,7.934,17.6,30,0.2644666666666667,75.485,83.419,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_2_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,3,6103,True,False,450,True,64,True,64,False,,False,0.5,0.5,0.5,-0.0015348345041275024,-0.0015348345041275024,False,"[0.290283203125, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.126953125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.926,17.6,30,0.2642,74.626,82.552,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_3_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,4,6104,True,False,450,True,105,True,105,False,,False,0.5,0.5,0.5,0.08570532500743866,0.08570532500743866,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.126953125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.886,17.5,30,0.2628666666666667,77.408,85.293,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_4_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,5,6105,True,False,450,True,128,True,128,False,,False,0.5,0.5,0.5,0.00822669267654419,0.00822669267654419,False,"[0.290771484375, 0.15576171875, 0.07867431640625]","[0.443603515625, 0.126953125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.903,17.6,30,0.2634333333333333,74.194,82.098,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_5_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,6,6106,True,False,450,False,,False,,False,,False,0.0,0.0,0.0,0.00035719573497772217,0.00035719573497772217,False,"[0.287109375, 0.156494140625, 0.0787353515625]","[0.443603515625, 0.1270751953125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.3333333432674408,7.882,17.5,30,0.2627333333333333,73.883,81.766,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_6_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,7,6107,True,False,450,True,43,True,43,False,,False,0.5,0.5,0.5,0.004874289035797119,0.004874289035797119,False,"[0.287841796875, 0.15625, 0.0787353515625]","[0.443603515625, 0.126953125, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.867,17.5,30,0.2622333333333333,74.417,82.283,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_7.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_7_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,8,6108,True,False,450,False,,False,,False,,False,0.0,0.0,0.0,0.008492827415466309,0.008492827415466309,False,"[0.290771484375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.126708984375, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.3333333432674408,7.906,17.6,30,0.26353333333333334,74.664,82.57,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_8.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_8_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,left,9,6109,True,True,136,True,83,True,83,True,131,True,1.0,1.0,1.0,0.12398915737867355,0.12398915737867355,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.44287109375, 0.1268310546875, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,1.0,2.547,18.7,10,0.25470000000000004,23.667,26.214,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_9.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_9_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,0,6100,True,False,450,True,91,True,91,False,,False,0.5,0.5,0.5,0.06399112939834595,-0.06399112939834595,False,"[0.292236328125, 0.1524658203125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.899,17.6,30,0.2633,76.482,84.381,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_0_env0.json
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,static,15,right,1,6101,True,False,450,True,137,True,137,False,,False,0.5,0.5,0.5,-0.003689311444759369,0.003689311444759369,False,"[0.29052734375, 0.155517578125, 0.07867431640625]","[0.442626953125, 0.1265869140625, 0.07733154296875]",rigid_object_root_pose_in_robot_frame,5da70e5190e75ede26d49b82bd15bde7731a94364c2aac9f66afcba565d6b1a8,1b1ddf04672b0ac9dfdaeec96d84829c23a4fd3e250b3a62c01745a3cb3ab470,0.6666666865348816,7.881,17.5,30,0.2627,78.455,86.335,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_1_env0.json
