absolute_path,bytes,sha256
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_clean_right_to_left/place_a2b_right/environment_seed_4200000/sampling_seed_600/swapped/efficient_wam_predicted_video/episode1.mp4,20937,23f8ec8940b5c19e5f024cdcfe8fe5782e31ab7b97602257998c463f8bad914b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_clean_right_to_left/place_a2b_right/environment_seed_4200000/sampling_seed_600/swapped/result.json,1751,6c75ca661198df1f75157f92ac46e2825ca5ef7bd13857c29d1effc054fc1d66
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_clean_right_to_left/place_a2b_right/environment_seed_4200000/sampling_seed_600/swapped/simulator.mp4,36997,31dd7fc855fd57a0ae8c7b5872c97ebab8d15085763f64e51b3956860a0d0e3c
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_clean_right_to_left/results.csv,475,b412e1d5dfeb19e75529ba254e5b22db499138712bbdcf95e625940c9281463b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_clean_right_to_left/results.jsonl,3098,e6e1c1bcf496cbe5dd4e0b3920135d10eca75ee6b835b49f979e8af1f2e1db62
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/env_seed_4200000/sampling_seed_600/place_a2b_left/canonical/efficient_wam_predicted_video/episode0.mp4,21663,df0f9ee5b96fcbf1a13ab82112b25718d5dc3ae4dbd71fbd121d1698f5286a07
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/env_seed_4200000/sampling_seed_600/place_a2b_left/canonical/result.json,2292,b18f3c2ccaed6cf32786c7e498ef7e197035e60ac6a3840514b44c1b6fb8383c
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/env_seed_4200000/sampling_seed_600/place_a2b_left/canonical/rollout.mp4,38595,3eafc2090203ca5b07f9abd672d66332ce727d3a00a24b78a704f3162f2616f1
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/env_seed_4200000/sampling_seed_600/place_a2b_left/counterfactual/efficient_wam_predicted_video/episode0.mp4,21634,c41aec8e5d90fb77f55c954c1b810fa9ef99a59d513bec7ec8d174285386c8aa
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/env_seed_4200000/sampling_seed_600/place_a2b_left/counterfactual/result.json,7111,3b044b1f0cf6af7b875a1acc47f89b32f05f801f65d2ce6826f193c090526fe2
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/env_seed_4200000/sampling_seed_600/place_a2b_left/counterfactual/rollout.mp4,146809,1c5320acc3fd7f865a69de49b25f0c3ebbbfe5e1761152114e1eae971754dae3
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/frames/canonical_00.png,28374,a6ce5cb2b4c6099b56f78dbdff17b58e68075b88e8671bed1f977526dd7476af
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/frames/canonical_35.png,50781,60fa9abbe90849834a5d55cbfb8a2093d4a55bceded409291f808af8b3fe85ee
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/frames/canonical_72.png,47323,752e4224ca11f827659d653202211641b06daf008673798c4377a241a4a9d244
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/frames/counterfactual_00.png,28422,0248c36e5b021854536a12595d844eebf5c429c5d3bd2f5e2212632d817e35db
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/frames/counterfactual_220.png,33439,5528b9cafc7bf2562c8dc3b9c37ab27e4e43cb2b1d8ef696ddeceb06cd6bbc07
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/frames/counterfactual_48.png,36931,249c42e5dd98275e8688454ed21a605b94f4b96a9570922578ac5b646a88970e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/canonical_0.0.png,24426,e7102a13b19e0db98ee1576c401130204eab2cb860b30d4bc1895e2bcd822b1a
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/canonical_0.7.png,29821,b3a09d92fd5d2605b341352a3422aaac75264ec6a8291ada57a04e795b852e6b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/canonical_1.4.png,29899,c29aa561a57f30a93e2b96474ff945e0a2c0a6fa0e96bdc779e51dd11b9943ab
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/canonical_2.1.png,27183,d4e775dc5291ebe7e2495af2b49004a60d6d42e4f1cbc278ee26aaf6d4f0754a
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/counterfactual_0.0.png,24335,df9d2ebff1ccba54f596c59d6cca6fe0a1ffec42b4449057d3cd625690b863cf
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/counterfactual_0.7.png,29746,16ee1a72c843662b8425f57efbb54544fe6c7224b88d5f8b041346ddb6a6214a
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/counterfactual_1.4.png,30247,3f59041b8401da0424bdb1f595aa8b1ee4a7cd035b0a7d930b9732947eeb6d3a
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_frames/counterfactual_2.1.png,27046,892fc721a27a979805da72db828f030c2ca08f47f4bc9f3e5a9d63a1270f77bb
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/imagined_montage.png,183956,419b20ef4010a99ec7bfc1c822b1dc5b9b4a43c3f6515a4017e3aa7aa32fb86f
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/manifest.json,368,b5ce337cbe969050185895c559609c4034fa2b5e2d4c1b5e9c91e09e6de50c29
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/rollout_montage.png,194172,4087831aaec3ef049dc033e33a845f63c83db0e1a96be477ae6323c322dc38d5
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/blog_video_left_seed4200000_s600/summary.csv,763,107c203095ef265b6d3a739ea2478f0962ef76c2c9e3d9dd3a7ccc8448e53b6e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_600/place_a2b_left/canonical/result.json,2292,65f55b16e19e81d7a19444538be14af74e458a66758735a1b0491d453adda39e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_600/place_a2b_left/counterfactual/result.json,7112,da4d58c548bdce0540d01d21f81df77803781c7015a24282ea17177a197ef16b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_600/place_a2b_right/canonical/result.json,2295,4fa1fb245ac48c65b56d48df897276684ece035b3d102a3cee6fd16a2820e90d
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_600/place_a2b_right/counterfactual/result.json,7154,b512e77b1b733c93deeccbb08662804c797754123132200017407fe6a447bcc1
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_601/place_a2b_left/canonical/result.json,2290,a7a91c4dfd187d5ba591bc15d50befcf530232bc9a17f2aedeb25d04eaa48d76
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_601/place_a2b_left/counterfactual/result.json,7103,7a24724da877e647ba561b183222ab44a3767801a74b51ee03c9fc1b5948d81b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_601/place_a2b_right/canonical/result.json,2300,aac601f0952a568dc07441e96bd6692ee4a80abb23e6c489265e38221a8d14e4
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_601/place_a2b_right/counterfactual/result.json,7197,17a7a5a2dc6b4469f597d761274860161d076bdb9810624a1e0718473c86072e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_602/place_a2b_left/canonical/result.json,2290,0278da94886a1a90964c56166eb16ac4c1e569052149998646b60eb07b30eac6
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_602/place_a2b_left/counterfactual/result.json,3281,c671c680edb7dad836d95ac5066af11e9490fa190e3f6db6a159bcd61c8afba2
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_602/place_a2b_right/canonical/result.json,2296,49a11d89802fa99d418c38396c71e015369e9dea39ea5dcbd0fe8f4c170d23c3
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/env_seed_4200000/sampling_seed_602/place_a2b_right/counterfactual/result.json,7167,aeae6963dca9ef664a685235ac1aa6c3a1ff87c105013696c88ce7a4d8be0d14
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/manifest.json,407,90ae813e1bf8840b2e03322d75cc0a9e3acc96146bfb775ef7e039bfd2cc62c0
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_grid_seed4200000_s600_602/summary.csv,3101,2e7fa550272008ea077fe56435668d21b4025662ecb1bc53164b2c6a7c92eecd
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_right_seed4200000_s600/manifest.json,345,e6d0dacbad2fc6ecc8928d0d8d787643afe4180d20988f769e12d6f60d871726
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_right_seed4200000_s600/place_a2b_right/canonical/result.json,2145,4be6b5b379aeb53dec046ce5fca79637e4521cfae1151a254671a782eb39c430
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_right_seed4200000_s600/place_a2b_right/counterfactual/result.json,7001,3050adb9d3da3aa891e993b2d61c5f9d189139a6f0d97c799fe502916d36c9d3
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_right_seed4200000_s600/summary.csv,590,14fc8ebe644afc427c7a4eacce34152097bd7131a91a501859020bf452e9904e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed4200000_s600/manifest.json,344,215b3ac4840b5c1a12c702dadf0e4bf8fcc346b58e9a7df402746e1929bc0227
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed4200000_s600/place_a2b_left/canonical/result.json,2142,141d798470f085fcf7695835bb0978562b5b106c3eb3a56bc299e73468ac6fcb
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed4200000_s600/place_a2b_left/counterfactual/result.json,6962,344830a63863ea181795a340ab8f0f002c717701adc619d1f0619d4165dc03d3
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed4200000_s600/summary.csv,586,74e9ef91d493382196913e4ce75aeb77dd5a236a48089238690c640f4d2edd2d
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/manifest.json,444,5a6a1aedecf782835ba11fdf2cf1209afaa1f1d21c32381f1c82b77bb1969435
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_left/seed_4300000/correct/efficient_wam_predicted_video/episode0.mp4,29182,e09441b8c7d761980c584e6d2004d860a53242caa32ebdcec50a0783e34e5ba0
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_left/seed_4300000/correct/result.json,1659,1bfe2d1bb8019623c85a7500d42ae19d41327056c19a11d5da02f2a531f5e276
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_left/seed_4300000/correct/simulator.mp4,26301,92a11db804a682b8475024455970ef9cb84943781758f5c557ade12bf4c17a3b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_left/seed_4300000/swapped/efficient_wam_predicted_video/episode1.mp4,189774,61b9dd3d424ff0f3a75f2dcdce9fd29034dc36e4a3838a489ba50636f25d6e0d
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_left/seed_4300000/swapped/result.json,1664,b1a08e7248592586dbf519897f0fe79492734f36084f83f249cff8b1854a913c
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_left/seed_4300000/swapped/simulator.mp4,163403,9c56856a925c2231eda9f582cd198f8e0e8ee9aef9c67869c1ca3912b85ab355
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_right/seed_4300000/correct/efficient_wam_predicted_video/episode2.mp4,34240,47e475fef0b23589153d764dd0737bcc9c206cb243cfbcc2abaae5b0201492b7
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_right/seed_4300000/correct/result.json,1675,29399675a0aa6fbe1f8d06f66f1ddb45335a12a5513f665cdbede5cd8df61c2b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_right/seed_4300000/correct/simulator.mp4,26441,49eda13124ad61d3cd2075deb7726913dae42d782233ef5214b13272501b3ffe
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_right/seed_4300000/swapped/efficient_wam_predicted_video/episode3.mp4,202759,f9d6c09bd74e5678c8505a6f201069c4ed8996c74167a7edc6d9d04b0b8e9403
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_right/seed_4300000/swapped/result.json,1671,bb0e841acdec5145b3f95f4aa9645e65e16a7f2c05868b2f0b5e0f5e139dabc1
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/place_a2b_right/seed_4300000/swapped/simulator.mp4,156752,29a1e6a5c16732cd0d7ad2d78ca5ebc5b17e15602527e4ac9194ff15d6dea254
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/results.csv,768,4b99d43a75cb935c09243868a7e1ec1633da49e5f4a0aa4baf9ea8ef8f19f1b6
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/closed_loop_seed_4300000/results.jsonl,5869,12aefcd2d1cdbca2eb359eee70ef4a4d1165da541d502ce1e55e9b13439d0ebf
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200001_s600/manifest.json,455,d2368da97c606f63d9947c5f264110d3095eb3842a924a41081c893879e841a9
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200001_s600/place_a2b_left/environment_seed_4200001/sampling_seed_600/correct/result.json,1615,78c412e1c0bf3afd612a42730e137698aa9b4e0f21b0a19c8aa59632b04249d4
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200001_s600/place_a2b_left/environment_seed_4200001/sampling_seed_600/swapped/result.json,1617,918cdb2e671f62ce4759432cb85dfd9bffaa6240d743a30f5bca52bb2bbbd45e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200001_s600/results.csv,507,4a6589001c22c77efc497e4807b837856fbb90418f20a9f582318b4d4449cd6c
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200001_s600/results.jsonl,2828,29e1aeb3c80c225a0c95a4727f8331cc2e7e4f99988b833aed13742aee636f11
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200002_s600/manifest.json,455,ee0503d154bd576642253be6e0b4c51a21050baccc1a5f379bad59ad236ebe1f
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200002_s600/place_a2b_left/environment_seed_4200002/sampling_seed_600/correct/result.json,1592,a7574579dcab7fa83d209bf3955a9c986e0fc7f9da8338c8c536a9cc93385d41
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200002_s600/place_a2b_left/environment_seed_4200002/sampling_seed_600/swapped/result.json,1593,08985c4eec07a5140a717a042e7f3541d637510d07f7cd141d54a5e805e21475
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200002_s600/results.csv,476,164f0e0d0b7f6ba82abcbd13fedf589c2f435891ef734c63d045887533e06f6b
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/cross_scene_left_4200002_s600/results.jsonl,2781,41dcfa0342f28f3ab9bb9b2a4b17069db7635057cfac22d4a7fbb3d37c002259
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/fixed_left_seed4200000.json,442,1871b623135805614eacfe07fed16ab62ef2baf8d6ffd3fa3c899b4cec4b1da2
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/fixed_left_seed4200000.npz,106276,8aa6d7a435148446d085c3aea6981435c16cb08df0a624185a4e849608483761
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_command_styles/RESULTS.md,2027,2dc5d9cf876b33f72f9c36dfe52934a755dbb9fb27e0c7407031d23840a6db9e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_command_styles/command_style_endpoints.png,140426,6e3a3f4aa53f952d8973dd06f8c947e9ec6ec67da29772f4df673c952304902e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_command_styles/condition_summary.csv,708,3c5c61b21c2ce83367f3592185c367da8dc4436ec7bff0bc6ae382d144f3f455
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_command_styles/identical_prefix_trajectory.png,114834,a916152e27a94e805729833139653856efecd95ab95157ab288f56c18ddd3fee
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_partial_summary/RESULTS.md,1120,cb582a4a0be79c806cca58deab3182791feb893cf6ba68b165cf0d23aea0c8b5
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_partial_summary/command_style_endpoints.png,118305,df10a653ef30b29196aa4ae3f584a59bf8743ce85be22fc6d2fb5ab4e26eba23
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_partial_summary/condition_summary.csv,715,b0779c55c7f428d0ed4d3f396b10952cfaa2ebafa4f7cb77f9a77433a23f7f99
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_partial_summary/identical_prefix_trajectory.png,129241,22b36d7e4a7c25cb5a6f820ea3952c663827937a5971068374207d834ec961f3
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/static_counterfactual/result.json,2117,1269c7a5bbb2f2389f9cae86181e7b112646e2fa9fe2d275527549aef8a00113
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/static_counterfactual/trajectory.npz,25564,4ed967a07856d5ce1c453cdc755e47c5e0b21fc19a7e3e4f6ca2476e525556bf
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/static_native/result.json,2090,dbde38b72610012f6a7c8ff75a6a20fbaf539a8329726cdb2fe28a09dc08f786
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/static_native/trajectory.npz,5683,51ed52607a2c73e539a82834f5cdb6bd836e18b85ae1fcd07cb988eb71a4e988
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/switch_atomic_counterfactual/result.json,3020,74743d0f0ffe41679b05d0c833490eca3e267941d0fb4ba0abceb08a01df402c
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/switch_atomic_counterfactual/trajectory.npz,23677,177f1da9e10e95e9d2d8ff86d797026aeb0e5e18970582ae72be57711b85b04e
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/switch_combined_counterfactual/result.json,3090,2b9ec825beb27f991be3959abd8757f131f4be616777e7ee71f004fa8c6180e9
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/switch_combined_counterfactual/trajectory.npz,26096,64d024928b58c24a0ec9cbc6e73238a37423bc946b2680dba97b1cbd0d352fd9
/home/ali/projects/Efficient-WAM/outputs/robotwin_language_gate/hierarchical_left_s600_602/place_a2b_left/environment_seed_4200000/sampling_seed_600/switch_native_control/result.json,3107,b33edf0efade8ac1b47633b1e0cc3627f88183d5f53b88c47b75ba752d82e844
