condition_id,model_id,model_class,wording,analysis_tier,direction,run,episode_seed,instruction,binary_success,outcome_stage,outcome_stage_label,endpoint_class,final_requested_relation,final_opposite_relation,verified_pickup,pickup_step,release_step,first_interaction_step,first_requested_relation_step,steps,duration_s,final_cube_minus_bowl_robot_x_m,final_cube_minus_bowl_robot_y_m,final_cube_minus_bowl_robot_z_m,requested_signed_final_offset_m,cube_xy_path_length_m,hdf5_path,log_path,episode_result_path,figure_path
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,0,6100,Put the rubiks cube to the right of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,63,413,63,,450,30.0,-0.1060878336429596,0.08694086968898773,-0.000622972846031189,-0.08694086968898773,0.6295723479575076,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_0_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6100__failure.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,1,6101,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,85,376,85,373,376,25.066666666666666,-0.01872771978378296,-0.05105241760611534,0.1304009109735489,0.05105241760611534,0.4458418806397147,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_1_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6101__success.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,2,6102,Put the rubiks cube to the right of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,105,233,105,,450,30.0,-0.27264802157878876,0.14066636562347412,-0.7013180926442146,-0.14066636562347412,0.5278188031263545,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_2_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6102__failure.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,3,6103,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,210,239,210,222,239,15.933333333333334,-0.04230406880378723,-0.2516511306166649,0.08381541818380356,0.2516511306166649,0.3596531908098276,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_3_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6103__success.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,4,6104,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,198,353,198,323,353,23.53333333333333,-0.03227865695953369,-0.165491983294487,-0.02799084410071373,0.165491983294487,0.4697073766344216,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_4_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6104__success.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,5,6105,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,72,98,72,97,98,6.533333333333333,-0.09382179379463196,-0.10013151541352272,0.022349871695041656,0.10013151541352272,0.1370226936278101,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_5_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6105__success.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,6,6106,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,73,89,73,83,89,5.933333333333334,-0.08335402607917786,-0.1849154755473137,0.05586135387420654,0.1849154755473137,0.196036818387488,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_6_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6106__success.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,7,6107,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,72,168,72,148,171,11.4,-0.010014533996582031,-0.16462017223238945,-0.008736617863178253,0.16462017223238945,0.4377734468468815,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_7.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_7_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6107__success.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,8,6108,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,282,,282,301,302,20.133333333333333,-0.0855579674243927,-0.0939407991245389,0.034362971782684326,0.0939407991245389,0.5210252752555176,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_8.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_8_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6108__success.png
pi05_canonical_static15,pi05_droid_vla,VLA,canonical,original_confirmatory,right,9,6109,Put the rubiks cube to the right of the bowl,True,success,success,requested_region,True,False,True,92,,92,247,256,17.066666666666666,-0.1131628155708313,-0.19807177782058716,0.030354462563991547,0.19807177782058716,0.3748453671536671,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/run_9.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_canonical/RubiksCubeRightOfBowlMatchedTask/log_9_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_canonical/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__canonical__right__seed-6109__success.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,0,6100,Put the cube left of the bowl,False,no_cube_interaction,no cube interaction,neutral_region,False,False,False,,,,,450,30.0,-0.15156877040863037,-0.007380425930023193,0.0037543848156929016,-0.007380425930023193,0.0258060102577539,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_0_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6100__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,1,6101,Put the cube left of the bowl,False,no_cube_interaction,no cube interaction,neutral_region,False,False,False,,,,,450,30.0,-0.05277565121650696,0.033628910779953,-0.009039066731929779,0.033628910779953,0.1259688785321884,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_1_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6101__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,2,6102,Put the cube left of the bowl,False,no_cube_interaction,no cube interaction,neutral_region,False,False,False,,,,,450,30.0,-0.14158260822296143,2.8252601623535156e-05,0.0037554875016212463,2.8252601623535156e-05,0.061143520472795684,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_2_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6102__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,3,6103,Put the cube left of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,64,,64,,450,30.0,-0.14274334907531738,-0.0015348345041275024,0.0037580057978630066,-0.0015348345041275024,0.01673713443321235,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_3_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6103__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,4,6104,Put the cube left of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,105,296,105,,450,30.0,-0.1401519477367401,0.08570532500743866,0.0037577077746391296,0.08570532500743866,0.2976222009987143,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_4_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6104__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,5,6105,Put the cube left of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,128,134,128,,450,30.0,-0.16716641187667847,0.00822669267654419,0.0037562698125839233,0.00822669267654419,0.09402589542643477,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_5_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6105__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,6,6106,Put the cube left of the bowl,False,no_cube_interaction,no cube interaction,neutral_region,False,False,False,,,,,450,30.0,-0.14702317118644714,0.00035719573497772217,0.0037564486265182495,0.00035719573497772217,0.0005843370937878166,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_6_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6106__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,7,6107,Put the cube left of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,43,106,43,,450,30.0,-0.14413803815841675,0.004874289035797119,0.0037580952048301697,0.004874289035797119,0.08548072483749743,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_7.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_7_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6107__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,8,6108,Put the cube left of the bowl,False,no_cube_interaction,no cube interaction,neutral_region,False,False,False,,,,,450,30.0,-0.12949451804161072,0.008492827415466309,0.0037583187222480774,0.008492827415466309,0.11812911979096843,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_8.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_8_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6108__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,left,9,6109,Put the cube left of the bowl,True,success,success,requested_region,True,False,True,83,136,83,131,136,9.066666666666666,-0.09013381600379944,0.12398915737867355,0.030434027314186096,0.12398915737867355,0.31637635542252673,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/run_9.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeLeftOfBowlMatchedTask/log_9_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__left__seed-6109__success.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,right,0,6100,Put the cube right of the bowl,False,picked_never_entered_goal,picked · never entered goal,opposite_region,False,True,True,91,94,91,,450,30.0,-0.014645576477050781,0.06399112939834595,0.0012510716915130615,-0.06399112939834595,0.5535094218747394,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_0.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_0_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__right__seed-6100__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,right,1,6101,Put the cube right of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,137,441,137,,450,30.0,-0.1410219967365265,-0.003689311444759369,-0.028066232800483704,0.003689311444759369,0.3373031782620399,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_1.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_1_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__right__seed-6101__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,right,2,6102,Put the cube right of the bowl,False,no_cube_interaction,no cube interaction,neutral_region,False,False,False,,,,,450,30.0,-0.15954336524009705,-0.028223171830177307,0.0037522688508033752,0.028223171830177307,0.146208910125558,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_2.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_2_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__right__seed-6102__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,right,3,6103,Put the cube right of the bowl,True,success,success,requested_region,True,False,True,216,271,216,236,271,18.066666666666666,-0.0088329017162323,-0.2360035851597786,0.01087670773267746,0.2360035851597786,0.36096212682132156,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_3.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_3_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__right__seed-6103__success.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,right,4,6104,Put the cube right of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,83,286,83,,450,30.0,-0.11842817068099976,0.025172099471092224,0.0037562474608421326,-0.025172099471092224,0.08572464642589123,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_4.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_4_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__right__seed-6104__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,right,5,6105,Put the cube right of the bowl,False,picked_never_entered_goal,picked · never entered goal,neutral_region,False,False,True,48,273,48,,450,30.0,-0.17375630140304565,-0.05917397886514664,-0.0013201460242271423,0.05917397886514664,0.6171223795234928,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_5.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_5_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__right__seed-6105__failure.png
pi05_short_static15,pi05_droid_vla,VLA,short_paraphrase,original_confirmatory,right,6,6106,Put the cube right of the bowl,True,success,success,requested_region,True,False,True,203,241,203,218,241,16.066666666666666,-0.0680834949016571,-0.1689305081963539,0.017196938395500183,0.1689305081963539,0.2928666247758339,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/run_6.hdf5,/home/ali/projects/RoboLab/output/v1_pi05_vague/RubiksCubeRightOfBowlMatchedTask/log_6_env0.json,/home/ali/projects/RoboLab/output/v1_pi05_vague/episode_results.jsonl,artifacts/vla_wam_shared_v1/trajectory_evidence/episodes/pi05_droid_vla__short_paraphrase__right__seed-6106__success.png
